"Ref Calipso","","","","","","","","","Sex","Sise","",""
"Ordn","Gr","Sg","S","Sx","Nombre Comercial","","Nombre Cientifico","","Sex","Sise","$Bruto","$Bruto"
"MOLUSCOS","","","","","","","","","","","",""
"1700","35","11","1","3","Cyanogutatus ","Verde","Herychthys","Cyanogulatus","N","4cm","  1,300 ","  1,430.0 "
"1700","35","11","3","3","Cyanogutatus ","Verde","Herychthys","Cyanogulatus","N","8cm","  8,500 ","  9,350.0 "
"1700","40","12","1","3","Maculicauda","Vieja Roja y Negra","Vieja","maculicauda","N","4cm","  1,300 ","  1,430.0 "
"1700","40","12","3","3","Maculicauda","Vieja Roja y Negra","Vieja","maculicauda","N","8cm","  9,000 ","  9,900.0 "
"1700","50","14","1","3","Ciclido","Chocolate","Hypselecara ","temporalis","N","5cm","  2,700 ","  2,970.0 "
"1700","50","14","3","3","Ciclido","Chocolate","Hypselecara ","temporalis","N","8cm","  9,000 ","  9,900.0 "
"1700","55","16","2","3","Ramirezi","albino de velo","Microgeophagus","Ramirezii","N","4cm","  4,800 ","  5,280.0 "
"1700","55","17","2","3","Ramirezi","azul de velo","Microgeophagus","Ramirezii","N","4cm","  3,800 ","  4,180.0 "
"1700","55","20","2","3","Ramirezi","Papilocromis","Papilocchromis","Altipinosa","N","4cm","  2,700 ","  2,970.0 "
"1700","55","21","2","3","Ramirezi","azul electrico Intenzo","Microgeophagus","Ramirezii","N","3cm","  20,000 ","  22,000.0 "
"1700","60","19","1","3","Escalar","Sin Velo Surtidos","Pterophilum","scalare","N","4cm","  1,100 ","  1,210.0 "
"1700","60","19","2","3","Escalar","Sin Velo Surtidos","Pterophilum","scalare","N","5cm","  1,250 ","  1,375.0 "
"1700","60","19","3","3","Escalar","Sin Velo Surtidos","Pterophilum","scalare","N","9cm","  5,500 ","  6,050.0 "
"Acontinuacion listamos todas las variedades de escalares que producimos, se venden surtidos.","","","","","","","","","","","",""
"1700","60","27","1","3","Escalar","Velo Surtidos","Pterophilum","scalare","N","4cm","  1,250 ","  1,375.0 "
"1700","60","27","2","3","Escalar","Velo Surtidos","Pterophilum","scalare","N","6cm","  1,600 ","  1,760.0 "
"1700","60","27","3","3","Escalar","Velo Surtidos","Pterophilum","scalare","N","9cm","  6,500 ","  7,150.0 "
"1700","60","26","2","3","Escalar","Sin Velo Negro","Pterophilum","scalare","N","4.5cm","  5,500 ","  6,050.0 "
"1700","60","26","3","3","Escalar","Sin Velo Negro","Pterophilum","scalare","N","6.5cm","  10,500 ","  11,550.0 "
"1700","60","33","2","3","Escalar","Velo Negro","Pterophilum","scalare","N","4.5cm","  7,500 ","  8,250.0 "
"1700","60","33","3","3","Escalar","Velo Negro","Pterophilum","scalare","N","6.5cm","  15,000 ","  16,500.0 "
"1700","60","35","3","3","Escalar","Escama d Perla sin velo","Pterophilum","scalare","N","4.5cm","  5,500 ","  6,050.0 "
"1700","60","35","3","3","Escalar","Escama d Perla sin velo","Pterophilum","scalare","N","6.5cm","  10,000 ","  11,000.0 "
"1700","60","35","2","3","Escalar","Velo Escama d Perla","Pterophilum","scalare","N","4.5cm","  10,000 ","  11,000.0 "
"1700","60","35","3","3","Escalar","Velo Escama d Perla","Pterophilum","scalare","N","6.5cm","  15,000 ","  16,500.0 "
"1700","60","35","2","3","Escalar","Koi Americano","Pterophilum","scalare","N","4cm","  3,500 ","  3,850.0 "
"1700","60","35","3","3","Escalar","Koi Americano","Pterophilum","scalare","N","5cm","  5,500 ","  6,050.0 "
"1700","60","45","3","3","Escalar","Koi Rojo","Pterophilum","scalare","N","4.5cm","  8,000 ","  8,800.0 "
"1700","60","46","3","3","Escalar","Koi Rojo","Pterophilum","scalare","N","6cm","  12,000 ","  13,200.0 "
"1700","60","36","1","3","Escalar","Platino azul","Pterophilum","scalare","N","4.5cm","  5,500 ","  6,050.0 "
"1700","60","36","2","3","Escalar","Platino azul","Pterophilum","scalare","N","6cm","  7,500 ","  8,250.0 "
"1700","60","37","2","3","Escalar","Red Cap","Pterophilum","scalare","N","4.5cm","  3,500 ","  3,850.0 "
"1700","60","37","2","3","Escalar","Red Cap","Pterophilum","scalare","N","6cm","  5,500 ","  6,050.0 "
"1700","65","37","2","3","Disco","Marlboro","Symphysodon","aequifasciatus","N","3.5cms","  35,000 ","  38,500.0 "
"1700","65","37","4","3","Disco","Marlboro","Symphysodon","aequifasciatus","N","4.5cms","  45,000 ","  49,500.0 "
"1700","65","39","2","3","Disco ","Marlboro","Symphysodon","aequifasciatus","N","6cm","  60,000 ","  66,000.0 "
"1700","65","39","4","3","Disco ","Snow White","Symphysodon","aequifasciatus","N","3.5 cms","  28,000 ","  30,800.0 "
"1700","65","39","4","3","Disco ","Snow White","Symphysodon","aequifasciatus","N","4.5cms","  38,000 ","  41,800.0 "
"1700","65","39","4","3","Disco ","Snow White","Symphysodon","aequifasciatus","N","6cm","  50,000 ","  55,000.0 "
"1700","65","39","4","3","Disco ","Snow White F2","Symphysodon","aequifasciatus","N","3 cms","  25,000 ","  27,500.0 "
"1700","65","39","4","3","Disco ","Snow White F2","Symphysodon","aequifasciatus","N","4 cms","  35,000 ","  38,500.0 "
"1700","65","39","4","3","Disco ","Snow White F2","Symphysodon","aequifasciatus","N","5 cms","  45,000 ","  49,500.0 "
